City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
326,Waingapu,ID,-9.6567,120.2641,78.4,81,100,6.46,overcast clouds
327,Manakara,MG,-22.1333,48.0167,81.36,80,100,11.34,overcast clouds
328,Kemin,KG,42.7846,75.6892,40.51,59,100,7.83,overcast clouds
329,Lethem,GY,3.3803,-59.7968,91.31,40,76,12.01,broken clouds
330,Huilong,CN,31.8111,121.655,52.0,78,0,5.75,clear sky
331,Santa Isabel,BR,-23.3156,-46.2214,78.8,57,75,3.44,broken clouds
332,Bayan,CN,46.0833,127.4,-11.0,89,0,3.65,clear sky
333,Zhicheng,CN,30.2956,111.5047,48.99,77,75,0.96,broken clouds
334,Sarangani,PH,5.4033,125.4636,82.74,73,100,8.9,overcast clouds
335,Sorland,NO,67.667,12.6934,34.75,83,100,26.62,overcast clouds
336,Kununurra,AU,-15.7667,128.7333,82.4,83,75,1.14,broken clouds
337,Kieta,PG,-6.2167,155.6333,80.26,79,89,8.37,overcast clouds
338,Narsaq,GL,60.9167,-46.05,32.0,29,1,16.11,clear sky
339,Oshnaviyeh,IR,37.0397,45.0983,41.0,60,0,2.3,clear sky
340,Homer,US,59.6425,-151.5483,35.6,80,75,9.22,broken clouds
341,Vangaindrano,MG,-23.35,47.6,81.34,81,99,9.89,overcast clouds
342,Gizo,SB,-8.103,156.8419,82.15,78,69,14.92,moderate rain
343,Okhotsk,RU,59.3833,143.3,2.93,90,100,8.32,overcast clouds
344,Makakilo City,US,21.3469,-158.0858,62.6,82,90,4.61,overcast clouds
345,Oktyabrskiy,RU,54.4815,53.471,0.45,90,100,14.72,overcast clouds
346,Aguie,NE,13.506,7.7786,84.2,18,69,10.36,dust
